Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2021,9,13,3.8,2.8,3,3.2,27.1,28.9,25.4,5,27.8
Changi,2021,9,14,0,0,0,0,28.3,30.7,26.9,8,22.2
Changi,2021,9,15,0,0,0,0,28.8,32.5,26.6,12,35.2
Changi,2021,9,16,0,0,0,0,28.9,32.5,26.9,13.3,38.9
Changi,2021,9,17,0,0,0,0,29.2,32.8,26.7,12.1,38.9
Changi,2021,9,18,0,0,0,0,28.9,32.7,27,10.4,35.2
Changi,2021,9,19,0,0,0,0,28.1,30.2,26.1,7.9,44.4
Changi,2021,9,20,0,0,0,0,29,32.1,26.3,8.6,31.5
Changi,2021,9,21,0.4,0.4,0.4,0.4,29.4,32.4,27.4,9.8,29.6
Changi,2021,9,22,0,0,0,0,29,32.1,25.8,7.6,27.8
Changi,2021,9,23,6.8,5.4,6.6,6.8,28.6,31.3,24.3,8.3,38.9
Changi,2021,9,24,0,0,0,0,29,32.8,27.2,7.8,35.2
Changi,2021,9,25,0.6,0.4,0.6,0.6,28.8,32.9,26.8,6.9,44.4
Changi,2021,9,26,24.6,13,15,15,28.9,33.3,23.5,9.3,42.6
Changi,2021,9,27,4.8,2.6,15,15.2,27.1,33,24.6,5.6,29.6
Changi,2021,9,28,2,2,2,2,27.4,32.4,24.6,4.6,22.2
Changi,2021,9,29,0,0,0,0,28.4,32.6,25.5,5.2,35.2
Changi,2021,9,30,47,15.6,26.8,38,26.5,28.3,24.5,5.9,27.8
Changi,2021,10,1,59.6,25.6,38.4,46.2,26.8,30.6,23.4,7.9,44.4
Changi,2021,10,2,0.4,0.4,0.4,0.4,26.4,29.1,23.8,5.9,24.1
Changi,2021,10,3,0,0,0,0,28.6,32.8,25.4,7.2,27.8
Changi,2021,10,4,0,0,0,0,29.1,32.5,26.1,7.5,31.5
Changi,2021,10,5,7,7,7,7,28,29.7,23.2,6,40.7
Changi,2021,10,6,0,0,0,0,29.8,33.8,27,8.4,33.3
Changi,2021,10,7,0.4,0.4,0.4,0.4,29.8,33.7,27.3,9,31.5
Changi,2021,10,8,0,0,0,0,29.7,32.8,27.3,9.5,27.8
Changi,2021,10,9,0,0,0,0,29.9,33.3,27.9,11.1,31.5
Changi,2021,10,10,28,18,25.4,27.4,28.1,31.9,23.9,8.5,38.9
Changi,2021,10,11,0,0,0,0,29.5,32.7,26.2,6.7,27.8
Changi,2021,10,12,0,0,0,0,29.7,33,27.7,7.3,27.8
Changi,2021,10,13,5.4,5.4,5.4,5.4,29.5,32.7,27.7,8.1,31.5
Changi,2021,10,14,0,0,0,0,29.7,32.6,27.8,9.9,35.2
Changi,2021,10,15,0,0,0,0,29.7,33.2,26.3,9,38.9
Changi,2021,10,16,0,0,0,0,29.7,32.8,28.2,9.4,27.8
Changi,2021,10,17,1.8,0.8,1.2,1.4,28.2,33,25.6,6.6,35.2
Changi,2021,10,18,0.6,0.6,0.6,0.6,27.5,30.4,25.2,5.4,27.8
Changi,2021,10,19,0,0,0,0,28.7,32.3,26,7.8,40.7
Changi,2021,10,20,40.4,20.6,26,32,26.5,30.7,23.5,8.5,37
Changi,2021,10,21,0,0,0,0,27.1,32.1,25,6,25.9
Changi,2021,10,22,0,0,0,0,27.8,32.3,25.8,5.2,25.9
Changi,2021,10,23,5.4,5.2,5.4,5.4,27.4,31.5,24.9,5.2,29.6
Changi,2021,10,24,0,0,0,0,27.7,33.3,25.7,5.6,25.9
Changi,2021,10,25,12.2,11.6,11.8,12.2,27.4,31.7,24.7,4.8,29.6
Changi,2021,10,26,0,0,0,0,28.5,33.1,25.3,5.9,27.8
Changi,2021,10,27,3.8,3.8,3.8,3.8,29.1,33.1,25.1,7.3,29.6
Changi,2021,10,28,0,0,0,0,27.9,29.8,26.4,7.3,38.9
Changi,2021,10,29,0,0,0,0,28.9,32.2,26.5,10.1,35.2
Changi,2021,10,30,1.6,0.6,0.6,0.8,28.4,32.3,25.5,7.7,38.9
Changi,2021,10,31,10.4,4,5.4,6,27.6,32.8,25.4,4.6,22.2
Changi,2021,11,1,20.2,13.4,13.6,17.2,26.9,32.3,25.1,4.7,22.2
Changi,2021,11,2,39.4,19.6,31.6,35.2,26.3,32.4,24.4,5.4,35.2
Changi,2021,11,3,1.4,0.6,0.8,1,27,30.8,24.6,5.2,22.2
Changi,2021,11,4,28.2,25.8,28,28,27.3,32.7,24.1,5.2,35.2
Changi,2021,11,5,5.6,1.4,1.8,2.4,26.5,31.8,24.6,5.2,25.9
Changi,2021,11,6,3,2.8,3,3,27.7,32.5,24.8,4.2,22.2
Changi,2021,11,7,10.6,5.4,7.4,9.6,27.2,31.4,24.5,5.9,29.6
Changi,2021,11,8,1,0.4,0.6,1,27.4,29.4,25.9,4.6,22.2
Changi,2021,11,9,21.2,7,12,18.2,27.1,32.8,24.3,5.6,25.9
Changi,2021,11,10,19.8,5.2,9.2,14.6,26,28.7,24.3,6.2,35.2
Changi,2021,11,11,1,0.4,0.6,0.8,27.6,32,24.6,7.7,29.6
Changi,2021,11,12,1.4,0.8,1,1.2,28.1,33.4,23.6,6.9,33.3
Changi,2021,11,13,1,0.8,0.8,0.8,26.9,29,24.2,6.1,38.9
Changi,2021,11,14,0,0,0,0,28.7,32.9,26.1,5.3,24.1
Changi,2021,11,15,1.4,0.8,1,1.2,27.4,31.3,26,6.3,27.8
Changi,2021,11,16,0,0,0,0,28.6,33.2,25.4,8.6,29.6
Changi,2021,11,17,0.8,0.8,0.8,0.8,28.5,32.6,26.1,6.3,37
Changi,2021,11,18,46.4,20.2,39,46.4,27.4,30.9,23.4,4.3,27.8
Changi,2021,11,19,0.2,0.2,0.2,0.2,28.1,32.1,25.7,5.1,31.5
Changi,2021,11,20,6.8,3.4,5,5.4,26.9,29.4,23.9,5,29.6
Changi,2021,11,21,12.8,10.2,10.8,11.6,27.3,32.8,24.4,4.7,44.4
Changi,2021,11,22,2.8,2.2,2.4,2.8,28,31.9,24.9,5.3,20.4
Changi,2021,11,23,7.4,4.6,6.6,7.2,26.9,31.7,25,4.9,27.8
Changi,2021,11,24,32.2,19,24,28.2,25.6,27.5,23,3.5,24.1
Changi,2021,11,25,0,0,0,0,27.9,32.8,24.4,5.6,20.4
Changi,2021,11,26,0,0,0,0,28.4,32.6,25.2,7.2,31.5
Changi,2021,11,27,47.8,31,39.8,45.8,27.7,33,22.8,6.3,44.4
Changi,2021,11,28,0,0,0,0,28.6,32.5,25.4,5.4,25.9
Changi,2021,11,29,0,0,0,0,29.9,33.9,26.9,7.6,33.3
Changi,2021,11,30,0,0,0,0,29.8,33.9,26.1,6.3,33.3
Changi,2021,12,1,0.2,0.2,0.2,0.2,29.6,33.9,26.6,8.3,24.1
Changi,2021,12,2,14.2,5.8,9.6,12.6,26.2,28.6,22.9,6.1,40.7
Changi,2021,12,3,0.2,0.2,0.2,0.2,27.2,32,24.8,6.8,27.8
Changi,2021,12,4,0,0,0,0,27.5,31.2,25.5,9,38.9
Changi,2021,12,5,0,0,0,0,27.3,30.7,26,8.5,35.2
Changi,2021,12,6,0,0,0,0,27.8,31.5,25.9,8.6,31.5
Changi,2021,12,7,0,0,0,0,28.1,31.8,25.7,10.9,38.9
Changi,2021,12,8,0,0,0,0,28,31.2,25.9,11.8,44.4
Changi,2021,12,9,0,0,0,0,28.2,32,25.6,11.7,37
Changi,2021,12,10,6.4,4,5,6,27.4,31.9,25.1,8.9,35.2
Changi,2021,12,11,8.2,4.2,6.4,6.6,27,31.2,25.5,7.6,31.5
Changi,2021,12,12,0,0,0,0,26.7,29.7,25.8,7.6,25.9
Changi,2021,12,13,0.2,0.2,0.2,0.2,26.9,29.8,25.2,8.1,40.7
Changi,2021,12,14,0,0,0,0,28,31.7,25.8,8.9,31.5
Changi,2021,12,15,0.6,0.6,0.6,0.6,27.9,31.9,26,7.5,35.2
Changi,2021,12,16,0,0,0,0,28.9,33.3,26.1,7.4,29.6
Changi,2021,12,17,9.4,3.2,5.2,6.2,27.5,31.7,25.5,8.5,44.4
Changi,2021,12,18,46.8,39.8,41.4,41.8,27.6,31.6,24.3,5.7,24.1
Changi,2021,12,19,15.2,7.6,11,13.6,27.3,31.4,23.9,6.5,35.2
Changi,2021,12,20,0,0,0,0,27.6,31.9,24.9,7.3,22.2
Changi,2021,12,21,0,0,0,0,28.2,32,25.8,10.3,29.6
Changi,2021,12,22,0,0,0,0,27.9,32.4,26.3,7.9,27.8
Changi,2021,12,23,0.4,0.2,0.4,0.4,27.4,29.9,25.9,5.4,20.4
Changi,2021,12,24,8.8,4.6,6.2,6.2,27.4,31.3,25.6,7.6,29.6
Changi,2021,12,25,1.4,1.4,1.4,1.4,27.9,31.3,26.3,11,35.2
Changi,2021,12,26,0,0,0,0,28.1,31.7,25.7,9.9,31.5
Changi,2021,12,27,0,0,0,0,28.3,32.5,25.7,10.6,35.2
Changi,2021,12,28,0,0,0,0,28.1,32.4,25.4,10.9,31.5
Changi,2021,12,29,0.6,0.6,0.6,0.6,28,31.8,25.5,8.5,25.9
Changi,2021,12,30,0,0,0,0,27.9,31,25.8,7.7,25.9
Changi,2021,12,31,7,2.6,2.8,3,26.1,28.4,23.8,7.1,35.2
Sentosa Island,2020,1,1,0,0,0,0,ó,ó,ó,6.8,32.8
Sentosa Island,2020,1,2,0,0,0,0,ó,ó,ó,4.7,18.7
Sentosa Island,2020,1,3,0.4,0.4,0.4,0.4,ó,ó,ó,6.1,25.6
Sentosa Island,2020,1,4,1,0.4,0.4,0.4,ó,31.3,26.2,6.1,27.7
Sentosa Island,2020,1,5,0,0,0,0,ó,33.4,25.7,6.5,26.6
Sentosa Island,2020,1,6,6,3.6,5.6,5.8,27.2,32.8,24.7,6.8,31.3
Sentosa Island,2020,1,7,2.6,1,1.8,2.2,27,31.6,23.8,6.5,29.9
Sentosa Island,2020,1,8,0,0,0,0,28.3,32.3,26,6.1,29.9
Sentosa Island,2020,1,9,0,0,0,0,28.5,32.9,26.6,6.1,27.7
Sentosa Island,2020,1,10,0,0,0,0,27.6,31.3,25.9,5,25.6
Sentosa Island,2020,1,11,0,0,0,0,28.4,32,25.7,4.3,19.4
Sentosa Island,2020,1,12,4.4,2.8,3.6,4.4,27.5,31.8,24.3,5,23.8
Sentosa Island,2020,1,13,0.4,0.4,0.4,0.4,27.9,32.8,24.8,5,23.8
Sentosa Island,2020,1,14,0,0,0,0,28.3,33.1,25.9,5.8,26.3
Sentosa Island,2020,1,15,0.2,0.2,0.2,0.2,28.3,32.4,26.2,5.4,24.8
Sentosa Island,2020,1,16,5.2,3.6,3.8,3.8,27.8,31.8,25.8,5,34.2
Sentosa Island,2020,1,17,0,0,0,0,28.7,33.9,25.9,5.4,29.2
Sentosa Island,2020,1,18,1,1,1,1,27.9,31.4,25.9,4.7,25.6
Sentosa Island,2020,1,19,0,0,0,0,ó,ó,ó,6.1,27.4
Sentosa Island,2020,1,20,0,0,0,0,28.5,32.1,26.9,5.4,24.8
Sentosa Island,2020,1,21,ó,ó,ó,ó,ó,ó,ó,ó,ó
Sentosa Island,2020,1,22,0,0,0,0,ó,ó,ó,6.8,31.7
Sentosa Island,2020,1,23,0,0,0,0,ó,34.2,26.3,5.8,25.9
Sentosa Island,2020,1,24,0,0,0,0,ó,ó,ó,6.1,31.7
Sentosa Island,2020,1,25,0,0,0,0,28.4,33.3,25.7,5.8,28.1
Sentosa Island,2020,1,26,0,0,0,0,28.5,33.4,26,7.2,29.5
Sentosa Island,2020,1,27,1.6,1.6,1.6,1.6,28.1,31.6,26.8,5.8,27.4
Sentosa Island,2020,1,28,0,0,0,0,ó,ó,ó,7.2,27.7
Sentosa Island,2020,1,29,168.6,46,80.4,110,26.4,31.5,23.1,5,27.7
Sentosa Island,2020,1,30,0,0,0,0,27.6,32.6,23.6,4.7,25.9
Sentosa Island,2020,1,31,0,0,0,0,28.9,33.5,26.8,6.5,25.6
Sentosa Island,2020,2,1,0,0,0,0,28.9,32.7,26.7,7.2,34.6
Sentosa Island,2020,2,2,0.8,0.6,0.6,0.6,28.2,32.1,26.6,6.5,32.8
Sentosa Island,2020,2,3,0,0,0,0,28.9,33.4,26.1,6.1,26.6
Sentosa Island,2020,2,4,0,0,0,0,28.1,32.7,25.8,5.8,26.3
Sentosa Island,2020,2,5,0,0,0,0,28.5,34.2,25.8,5.4,24.5
Sentosa Island,2020,2,6,0,0,0,0,28.8,33.7,26.2,5.8,28.4
Sentosa Island,2020,2,7,0,0,0,0,28.6,32.5,26.3,6.8,33.8
Sentosa Island,2020,2,8,0,0,0,0,28.3,32.3,25.6,5,25.6
Sentosa Island,2020,2,9,10.4,6.8,7.2,7.2,26.7,30.2,23.9,5,26.6
Sentosa Island,2020,2,10,1.2,0.8,1.2,1.2,27.1,30.5,23.7,6.1,27.7
Sentosa Island,2020,2,11,28.8,8.2,9.8,12.8,27.4,30.8,24.7,4.7,22
Sentosa Island,2020,2,12,0.2,0.2,0.2,0.2,28.3,32.5,25.1,5.4,29.5
Sentosa Island,2020,2,13,0,0,0,0,29.1,33.8,26.6,5.4,27.7
Sentosa Island,2020,2,14,0,0,0,0,28.9,33.5,26.4,5.8,25.2
Sentosa Island,2020,2,15,0,0,0,0,28.5,32.8,25.6,4.7,18.4
Sentosa Island,2020,2,16,0,0,0,0,28.6,31.9,27.1,4.7,21.6
Sentosa Island,2020,2,17,0,0,0,0,29.3,35,26.4,5,28.1
Sentosa Island,2020,2,18,0,0,0,0,28.2,32,25.6,5.8,34.6
Sentosa Island,2020,2,19,0,0,0,0,28.9,33.1,26.7,6.5,30.6
Sentosa Island,2020,2,20,1,1,1,1,28.6,32.7,26.4,7.2,31
Sentosa Island,2020,2,21,12.4,6.8,7.8,7.8,27.5,31,23.9,6.5,35.3
Sentosa Island,2020,2,22,2,2,2,2,28.4,31.9,25.3,7.2,34.6
Sentosa Island,2020,2,23,0,0,0,0,28.6,32.1,26.5,7.2,31.3
Sentosa Island,2020,2,24,3.2,2,2,2.4,27.6,31.2,25.7,6.1,37.4
Sentosa Island,2020,2,25,0,0,0,0,28.7,33.1,26,5.8,29.2
Sentosa Island,2020,2,26,0,0,0,0,29.2,34.7,26.1,5.8,31.7
Sentosa Island,2020,2,27,0,0,0,0,29.3,34.4,26.4,5.8,25.9
Sentosa Island,2020,2,28,0,0,0,0,28.9,32.7,26.7,6.5,25.9
Sentosa Island,2020,2,29,0,0,0,0,29.3,34.2,26.1,6.1,29.5
Sentosa Island,2020,3,1,0,0,0,0,29.1,35.3,26.1,5,24.8
Sentosa Island,2020,3,2,0,0,0,0,29.1,33.8,26.1,5.4,24.8
Sentosa Island,2020,3,3,0,0,0,0,29.3,34.1,26.8,6.5,30.2
Sentosa Island,2020,3,4,4.6,4.6,4.6,4.6,28.8,34.1,25.4,6.1,33.5
Sentosa Island,2020,3,5,0,0,0,0,28.1,30.5,27.1,5.8,24.5
Sentosa Island,2020,3,6,1.2,1.2,1.2,1.2,28.4,32,26,4.3,16.9
Sentosa Island,2020,3,7,16.6,13.8,16.2,16.4,28.1,32.2,24.8,5,28.1
Sentosa Island,2020,3,8,0,0,0,0,28.4,31.7,26.3,4.7,19.1
Sentosa Island,2020,3,9,0,0,0,0,28.5,32.2,25.8,5.4,20.5
Sentosa Island,2020,3,10,0,0,0,0,29.1,33.1,26.6,6.1,27.7
Sentosa Island,2020,3,11,0,0,0,0,29.4,33,27.3,5,20.5
Sentosa Island,2020,3,12,0,0,0,0,29.6,34.5,26.7,5,25.9
Sentosa Island,2020,3,13,0,0,0,0,29.3,32.2,26.8,7.6,30.6
Sentosa Island,2020,3,14,0,0,0,0,29.6,33.9,27.4,6.5,27.7
Sentosa Island,2020,3,15,0,0,0,0,29.9,34.1,27.5,6.8,31
Sentosa Island,2020,3,16,1.2,1.2,1.2,1.2,29.4,33.4,27.7,6.1,32.4
Sentosa Island,2020,3,17,0,0,0,0,29.8,34.3,26.9,5.8,29.9
Sentosa Island,2020,3,18,18.2,12,12.2,16.2,28.5,34,24.9,5.4,25.6
Sentosa Island,2020,3,19,0,0,0,0,28.7,33.5,26.6,5.4,23
Sentosa Island,2020,3,20,0,0,0,0,28.6,33.5,26.7,6.1,27.4
Sentosa Island,2020,3,21,1.4,1.4,1.4,1.4,28.6,32.9,26.5,5.4,27
Sentosa Island,2020,3,22,13.6,7.4,11.8,13.6,27.9,32.3,24.8,5.4,28.1
Sentosa Island,2020,3,23,3.8,3.8,3.8,3.8,26.9,29.8,25.2,4,30.2
Sentosa Island,2020,3,24,0.8,0.8,0.8,0.8,28.4,33,25.5,5,31.7
Sentosa Island,2020,3,25,0,0,0,0,29,34.2,26.1,5.8,29.5
Sentosa Island,2020,3,26,0,0,0,0,29.7,33.8,27.3,6.5,31.3
Sentosa Island,2020,3,27,8,6.4,8,8,28.7,31.9,26.1,5.4,31.7
Sentosa Island,2020,3,28,0,0,0,0,29,32.5,26.5,6.1,29.5
Sentosa Island,2020,3,29,0,0,0,0,29.8,35.2,27.2,5.4,24.8
Sentosa Island,2020,3,30,0,0,0,0,29.5,33.8,26.8,5.4,22.3
Sentosa Island,2020,3,31,0,0,0,0,29.6,33.1,27.7,6.8,26.6
Sentosa Island,2020,4,1,0,0,0,0,29.5,33.5,26.6,6.6,25.9
Sentosa Island,2020,4,2,0,0,0,0,29.5,33.5,27.5,5.6,30.9
Sentosa Island,2020,4,3,4.8,2.8,2.8,4.2,28.7,32.6,24.9,5.1,50.7
Sentosa Island,2020,4,4,0,0,0,0,29.7,33.7,27.2,6.1,34.3
Sentosa Island,2020,4,5,4,4,4,4,29.3,33.3,26.9,4.8,28.5
Sentosa Island,2020,4,6,112.8,48.6,77.2,100.6,27.8,33.1,22.8,3.5,25.6
Sentosa Island,2020,4,7,21.6,9,14.4,15.4,27,31.1,23.8,4.8,32.4
Sentosa Island,2020,4,8,0,0,0,0,28.9,32.4,26.5,5,24.4
Sentosa Island,2020,4,9,0,0,0,0,29.5,33.6,26.4,6.2,29.8
Sentosa Island,2020,4,10,0,0,0,0,29.1,33.2,26.3,6.1,25.6
Sentosa Island,2020,4,11,0,0,0,0,29.1,33.1,27.6,5.8,29.1
Sentosa Island,2020,4,12,0,0,0,0,29.7,34.1,27.5,4.5,21.3
Sentosa Island,2020,4,13,21.2,9.4,16.4,18.6,28.5,33.4,25.5,4,33.2
Sentosa Island,2020,4,14,0,0,0,0,29.7,33.3,27.4,6.1,28.9
Sentosa Island,2020,4,15,0,0,0,0,30,33.8,27.4,5.7,28.9
Sentosa Island,2020,4,16,0.2,0.2,0.2,0.2,29.5,33.6,27.5,7.1,30.9
Sentosa Island,2020,4,17,0,0,0,0,29.4,33.9,27.3,5.7,29.4
Sentosa Island,2020,4,18,0,0,0,0,29.7,32.8,27.2,6.8,35.9
Sentosa Island,2020,4,19,0,0,0,0,30.1,32.8,27.8,7.9,34.6
Sentosa Island,2020,4,20,0,0,0,0,30.1,33.9,28,8.3,33.5
Sentosa Island,2020,4,21,0,0,0,0,29.8,33.3,27.6,5.6,25.9
Sentosa Island,2020,4,22,0,0,0,0,30.6,34.8,28.2,4.8,30.6
Sentosa Island,2020,4,23,-,-,-,-,29.1,34.3,26.5,4.9,25.9
Sentosa Island,2020,4,24,-,-,-,-,27.7,32.5,23.5,3.5,37.8
Sentosa Island,2020,4,25,-,-,-,-,27.6,33.5,25,3.2,29.1
Sentosa Island,2020,4,26,-,-,-,-,28,31,26.3,4.3,17.6
Sentosa Island,2020,4,27,-,-,-,-,29,33.8,24.9,5.6,33.5
Sentosa Island,2020,4,28,-,-,-,-,28.8,31.7,26.9,5.4,25.6
Sentosa Island,2020,4,29,-,-,-,-,-,31.3,23.8,4.3,29.8
Sentosa Island,2020,4,30,-,-,-,-,-,33.6,24.4,4.5,27.8
Sentosa Island,2020,5,1,-,-,-,-,28.7,32.9,26,4.5,21.7
Sentosa Island,2020,5,2,-,-,-,-,30.4,33.6,28.2,4.9,19.1
Sentosa Island,2020,5,3,-,-,-,-,28.6,31.1,24.8,5.8,38.9
Sentosa Island,2020,5,4,-,-,-,-,29.9,33.8,27.8,6.1,22.4
Sentosa Island,2020,5,5,-,-,-,-,29.2,32.3,25.3,7,31.3
Sentosa Island,2020,5,6,-,-,-,-,30.2,34.1,28.4,7.8,22.6
Sentosa Island,2020,5,7,-,-,-,-,29.5,31.8,28.1,7.5,27
Sentosa Island,2020,5,8,-,-,-,-,28.7,32.5,25.4,6.6,36.3
Sentosa Island,2020,5,9,-,-,-,-,30,33,28.9,8,25.9
Sentosa Island,2020,5,10,-,-,-,-,28.1,31,24.8,5.3,39.6
Sentosa Island,2020,5,11,-,-,-,-,29.3,32.8,27.6,4.8,29.8
Sentosa Island,2020,5,12,-,-,-,-,29.9,32.9,28.1,7.2,22.4
Sentosa Island,2020,5,13,-,-,-,-,29.8,33.8,28.3,5.3,30.2
Sentosa Island,2020,5,14,-,-,-,-,28,32.4,24.3,6.3,46.1
Sentosa Island,2020,5,15,-,-,-,-,29.6,31.7,28.1,5.5,21.3
Sentosa Island,2020,5,16,-,-,-,-,29.3,33.9,24.5,6.1,25.2
Sentosa Island,2020,5,17,-,-,-,-,29.7,33.3,25.6,5.1,29.4
Sentosa Island,2020,5,18,-,-,-,-,28.9,33.8,23.3,3.9,28.9
Sentosa Island,2020,5,19,-,-,-,-,28.7,32.7,24.6,4.2,18.7
Sentosa Island,2020,5,20,-,-,-,-,30.1,33.4,28.3,5.1,17.2
Sentosa Island,2020,5,21,-,-,-,-,29.8,34.2,27.9,5.4,29.4
Sentosa Island,2020,5,22,-,-,-,-,28.6,33.4,26.1,4.6,31.7
Sentosa Island,2020,5,23,-,-,-,-,29.4,34.9,28,4.6,20.2
Sentosa Island,2020,5,24,-,-,-,-,29.3,32.2,27.5,5.6,25.9
Sentosa Island,2020,5,25,-,-,-,-,29.2,32.4,27.9,3.9,20.6
Sentosa Island,2020,5,26,-,-,-,-,29.1,32,27.1,4.3,21.3
Sentosa Island,2020,5,27,-,-,-,-,28.1,32.5,25,6.9,38.5
Sentosa Island,2020,5,28,-,-,-,-,29.3,32.1,27.9,6,25.6
Sentosa Island,2020,5,29,-,-,-,-,-,-,-,-,-
Sentosa Island,2020,5,30,-,-,-,-,-,-,-,-,-
Sentosa Island,2020,5,31,-,-,-,-,-,-,-,-,-
Sentosa Island,2020,6,1,0.2,-,-,-,29.8,33.5,28,4.6,18.3
Sentosa Island,2020,6,2,0,0,-,-,29.9,33.4,28,6.9,24.8
Sentosa Island,2020,6,3,0,0,0,0,30,33.4,28.4,7.5,28.9
Sentosa Island,2020,6,4,-,-,-,-,-,-,-,-,-
Sentosa Island,2020,6,5,-,-,-,-,-,-,-,-,-
Sentosa Island,2020,6,6,-,-,-,-,-,-,-,-,-
Sentosa Island,2020,6,7,-,-,-,-,-,-,-,-,-
Sentosa Island,2020,6,8,-,-,-,-,-,-,-,-,-
Sentosa Island,2020,6,9,-,-,-,-,-,-,-,-,-
Sentosa Island,2020,6,10,-,-,-,-,-,-,-,-,-
Sentosa Island,2020,6,11,0,-,-,-,-,-,-,-,-
Sentosa Island,2020,6,12,3.6,2.4,3.4,3.6,28.8,31.2,26.5,4.9,20.9
Sentosa Island,2020,6,13,29,14.2,20.4,22.4,26.4,28.1,24,5.9,29.8
Sentosa Island,2020,6,14,0,0,0,0,28.6,32.6,26.2,5.8,22
Sentosa Island,2020,6,15,0,0,0,0,29.7,32.4,28,6.3,29.4
Sentosa Island,2020,6,16,5.8,1.6,2.4,2.6,28,31.5,25.1,3.9,30.9
Sentosa Island,2020,6,17,31.2,15.4,23.4,29.8,26.9,29.1,24.2,3.9,26.7
Sentosa Island,2020,6,18,5.8,3.4,3.6,4.8,27.7,29.9,25.1,4.7,24.4
Sentosa Island,2020,6,19,2.8,3.6,4.6,5.8,28,30.7,25,6.7,21.3
Sentosa Island,2020,6,20,33.6,13.4,14,20.6,26.8,29,24,5.7,36.3
Sentosa Island,2020,6,21,52.6,18,24.8,30.6,26.4,27.8,23.7,5.5,35.2
Sentosa Island,2020,6,22,31,13.8,24,29.2,27.5,29.9,23.8,5.6,35.9
Sentosa Island,2020,6,23,75,18.2,32.2,39.2,-,-,-,-,-
Sentosa Island,2020,6,24,-,-,-,-,-,-,-,-,-
Sentosa Island,2020,6,25,0,0,0,0,28.3,31.5,26.2,5.8,20.2
Sentosa Island,2020,6,26,0,0,0,0,28.8,31.4,26.8,5.9,31.7
Sentosa Island,2020,6,27,0,0,0,0,29.1,31.2,28.1,6.8,25.9
Sentosa Island,2020,6,28,0,0,0,0,29,31.7,27.6,7.3,28.5
Sentosa Island,2020,6,29,0,0,0,0,29.4,32.3,27.7,6.8,26.3
Sentosa Island,2020,6,30,0,0,0,0,29.3,32.3,27.5,7.7,26.3
Sentosa Island,2020,7,1,0,0,0,0,28.9,31.1,27.6,6.2,25.2
Sentosa Island,2020,7,2,0,0,0,0,29.1,33.2,27.7,7.8,24.4
Sentosa Island,2020,7,3,0,0,0,0,29.3,32.4,27.8,7.1,27.8
Sentosa Island,2020,7,4,33.8,21.4,22.2,22.8,28.3,32.3,23.6,6.8,37.8
Sentosa Island,2020,7,5,0,0,0,0,28.4,32.3,25.7,5.6,24.4
Sentosa Island,2020,7,6,0,0,0,0,29.1,32.7,27.4,7.3,25.9
Sentosa Island,2020,7,7,2.8,2.6,2.6,2.6,27.7,30.4,25.7,5,33.9
Sentosa Island,2020,7,8,0,0,0,0,27.8,30,26.7,5.4,22
Sentosa Island,2020,7,9,38.8,18.2,24.6,28.8,26,28.1,24,7.5,31.3
Sentosa Island,2020,7,10,0,0,0,0,27.4,30.5,25.6,3.5,24.1
Sentosa Island,2020,7,11,1.2,0.8,1,1,27.7,29.6,25.9,4.5,23
Sentosa Island,2020,7,12,2.4,2.2,2.2,2.2,28.4,30.9,25.5,5.8,27
Sentosa Island,2020,7,13,31.6,19.6,23.6,26,26.4,29.3,24.5,7.1,28.9
Sentosa Island,2020,7,14,0.2,0.2,0.2,0.2,27,27.9,26,6,21.3
Sentosa Island,2020,7,15,0,0,0,0,27.7,29.9,26.5,6.7,25.9
Sentosa Island,2020,7,16,0,-,-,-,-,-,-,-,-
Sentosa Island,2020,7,17,0,0,0,0,-,-,-,-,-
Sentosa Island,2020,7,18,5.4,5.4,5.4,5.4,27.7,32.1,24.4,4.6,27
Sentosa Island,2020,7,19,0,0,0,0,28.4,31.7,26.1,5.4,21.3
Sentosa Island,2020,7,20,0,0,0,0,29,32.8,27.3,6.2,29.1
Sentosa Island,2020,7,21,0,0,0,0,28.9,31.9,27.2,5.5,27
Sentosa Island,2020,7,22,0.2,0.2,0.2,0.2,28.4,31.2,27.1,4.1,27.8
Sentosa Island,2020,7,23,18.4,16,18.2,18.2,27.6,30,22.7,4.9,31.3
Sentosa Island,2020,7,24,1,0.4,0.6,0.6,27.4,30.1,25.7,4.8,25.9
Sentosa Island,2020,7,25,21,8.5,9.5,14,26.7,30.5,24.7,4.7,33.9
Sentosa Island,2020,7,26,5,3,3.5,5,27.3,31.1,24.7,5.6,47.8
Sentosa Island,2020,7,27,16,5.5,7.5,10.5,27,29.3,24.1,5.5,35.6
Sentosa Island,2020,7,28,1,0.5,0.5,1,28.1,30.7,26.2,5.7,28.2
Sentosa Island,2020,7,29,17.5,6,10.5,13.5,26.2,28.6,24.1,4.3,31.3
Sentosa Island,2020,7,30,0.5,0.5,0.5,0.5,28.2,32.1,25.7,5.4,19.1
Sentosa Island,2020,7,31,1.5,1.5,1.5,1.5,28.3,30.7,24.9,6.4,27.8
